id,target
0,0.02456
1,0.03601
2,0.02701
3,0.02174
4,0.02006
5,0.01865
6,0.03484
8,0.02642
10,0.05489
11,0.03471
12,0.03422
14,0.02766
15,0.05921
18,0.04074
21,0.04513
23,0.03637
24,0.03563
25,0.04621
27,0.04607
29,0.04057
30,0.02935
31,0.05026
32,0.05273
33,0.03621
37,0.03241
38,0.03633
39,0.03246
40,0.02291
41,0.03404
42,0.02778
44,0.03351
45,0.02788
47,0.05243
49,0.02778
51,0.04554
52,0.02240
53,0.03266
54,0.06089
55,0.02713
56,0.03731
57,0.07012
59,0.03640
60,0.04177
62,0.01633
63,0.07244
67,0.04090
68,0.01969
69,0.05404
70,0.03458
71,0.03551
73,0.04103
75,0.03059
76,0.02987
81,0.02681
82,0.04328
83,0.02413
86,0.02661
87,0.04327
88,0.04385
91,0.04926
92,0.04368
94,0.01993
97,0.02977
100,0.03297
102,0.03392
103,0.03508
105,0.05290
106,0.06328
108,0.02234
113,0.06947
114,0.04577
115,0.02560
118,0.03403
122,0.02692
124,0.04046
126,0.02029
128,0.03111
129,0.05537
130,0.04221
131,0.03493
132,0.03426
133,0.02129
134,0.04028
135,0.04672
136,0.02608
139,0.01474
140,0.03287
141,0.04229
146,0.02054
148,0.03349
151,0.02281
152,0.05594
154,0.02679
157,0.03533
158,0.02198
159,0.05358
161,0.03321
164,0.02896
165,0.03761
167,0.02484
168,0.05567
169,0.03091
171,0.03958
172,0.05617
173,0.02835
174,0.03005
175,0.03864
176,0.03092
178,0.03309
179,0.02654
180,0.01967
181,0.01815
182,0.04377
183,0.06351
184,0.03777
185,0.04053
187,0.02238
188,0.02554
190,0.04047
191,0.02757
192,0.07082
195,0.02349
196,0.03744
198,0.04065
201,0.03466
202,0.03101
203,0.02625
204,0.02823
207,0.02763
213,0.03644
219,0.02698
220,0.02444
222,0.03956
226,0.02471
228,0.05460
230,0.02973
231,0.03111
232,0.04591
233,0.02666
234,0.01579
236,0.03748
237,0.03040
238,0.04420
240,0.04111
241,0.02588
242,0.04436
243,0.03215
245,0.03756
246,0.04598
247,0.02884
249,0.04492
250,0.02984
251,0.01980
252,0.03032
253,0.02316
254,0.03601
255,0.05852
256,0.05001
257,0.02697
258,0.03020
259,0.06415
260,0.01754
262,0.02609
267,0.02872
268,0.02735
270,0.02103
272,0.03461
273,0.02857
274,0.03358
275,0.02929
276,0.02459
277,0.04584
278,0.04693
279,0.04543
281,0.04201
282,0.02280
283,0.04846
287,0.03550
288,0.05556
289,0.03398
290,0.02858
291,0.03503
292,0.06766
293,0.02634
294,0.01925
295,0.02510
296,0.05548
297,0.03044
298,0.02867
299,0.03925
300,0.04517
303,0.04388
304,0.04723
308,0.01844
314,0.07259
315,0.02803
317,0.03250
318,0.05745
320,0.05227
322,0.04696
323,0.02840
327,0.03307
329,0.04544
331,0.03465
332,0.05605
333,0.04776
334,0.02413
335,0.02747
336,0.04558
337,0.04495
341,0.03724
343,0.02646
345,0.04530
347,0.03813
348,0.03649
349,0.02789
352,0.02672
353,0.02555
354,0.04391
355,0.02811
356,0.04452
357,0.03148
358,0.02344
359,0.03040
361,0.04835
362,0.03997
365,0.03981
366,0.04809
368,0.03420
369,0.02537
371,0.01646
373,0.04362
376,0.04841
377,0.04476
379,0.06526
381,0.02694
382,0.03183
383,0.02380
384,0.03931
385,0.04600
386,0.04223
387,0.02883
388,0.05518
390,0.02582
391,0.03240
392,0.06644
393,0.03302
394,0.04059
396,0.03632
400,0.04399
402,0.04894
403,0.02945
405,0.03366
407,0.05285
409,0.04559
411,0.03358
412,0.02253
414,0.06132
415,0.03269
416,0.02113
418,0.02532
419,0.03866
421,0.01776
422,0.04868
423,0.02864
424,0.04276
426,0.02595
427,0.06835
428,0.04132
436,0.04357
438,0.03333
442,0.02817
443,0.02612
445,0.04058
446,0.04056
447,0.02205
450,0.03932
452,0.01814
453,0.03583
455,0.03650
458,0.04189
459,0.02070
461,0.03374
463,0.02792
467,0.04659
470,0.02887
471,0.03027
472,0.02692
476,0.04562
477,0.03470
481,0.05506
482,0.06669
483,0.07149
485,0.03131
487,0.02230
488,0.02637
490,0.03229
492,0.03274
494,0.06542
497,0.05506
499,0.03194
500,0.04542
501,0.03508
503,0.03110
505,0.02387
506,0.03467
507,0.03776
509,0.03612
510,0.03196
511,0.04996
512,0.02322
