id,target
0,0.03273
1,0.03639
2,0.05610
3,0.01736
4,0.01549
5,0.02217
6,0.03929
8,0.02919
10,0.05396
11,0.04330
12,0.03514
14,0.02802
15,0.04502
18,0.03859
21,0.04563
23,0.02981
24,0.04208
25,0.03503
27,0.03826
29,0.04529
30,0.01820
31,0.06411
32,0.04485
33,0.03299
37,0.04877
38,0.03812
39,0.04428
40,0.02833
41,0.03131
42,0.03541
44,0.01855
45,0.03490
47,0.04346
49,0.02832
51,0.04105
52,0.02517
53,0.04170
54,0.06052
55,0.01684
56,0.01665
57,0.06556
59,0.04205
60,0.03959
62,0.02186
63,0.07957
67,0.02011
68,0.01837
69,0.05744
70,0.04186
71,0.05392
73,0.04515
75,0.03256
76,0.02428
81,0.02034
82,0.01838
83,0.01927
86,0.02498
87,0.03381
88,0.02524
91,0.06328
92,0.04588
94,0.02224
97,0.04495
100,0.03214
102,0.03849
103,0.01624
105,0.05630
106,0.04677
108,0.03603
113,0.06115
114,0.02767
115,0.02402
118,0.04954
122,0.02287
124,0.02189
126,0.03150
128,0.04726
129,0.04435
130,0.05218
131,0.02416
132,0.02943
133,0.02549
134,0.02019
135,0.04411
136,0.02434
139,0.01742
140,0.03294
141,0.06844
146,0.03327
148,0.01879
151,0.01726
152,0.04203
154,0.04311
157,0.02969
158,0.01453
159,0.05036
161,0.03327
164,0.02349
165,0.05251
167,0.03484
168,0.06305
169,0.02918
171,0.06725
172,0.04991
173,0.02471
174,0.03112
175,0.02796
176,0.03172
178,0.05074
179,0.03197
180,0.02026
181,0.01814
182,0.07488
183,0.04183
184,0.06196
185,0.05386
187,0.03781
188,0.02464
190,0.02609
191,0.03019
192,0.06589
195,0.03701
196,0.03982
198,0.03736
201,0.04067
202,0.04192
203,0.03040
204,0.02027
207,0.02045
213,0.03016
219,0.03319
220,0.03089
222,0.05240
226,0.01528
228,0.07675
230,0.01670
231,0.02163
232,0.03576
233,0.01449
234,0.01531
236,0.03614
237,0.03395
238,0.05989
240,0.05039
241,0.02662
242,0.07672
243,0.02472
245,0.01550
246,0.04982
247,0.02467
249,0.02206
250,0.02778
251,0.01827
252,0.03064
253,0.01607
254,0.03673
255,0.06206
256,0.03774
257,0.02352
258,0.02767
259,0.05770
260,0.01067
262,0.01503
267,0.03397
268,0.02447
270,0.01887
272,0.02315
273,0.04371
274,0.01271
275,0.02534
276,0.03169
277,0.03576
278,0.05680
279,0.03850
281,0.03127
282,0.02754
283,0.04147
287,0.02047
288,0.05517
289,0.03062
290,0.01627
291,0.06730
292,0.07435
293,0.03622
294,0.02104
295,0.02540
296,0.06012
297,0.03125
298,0.02987
299,0.06510
300,0.03140
303,0.04124
304,0.02509
308,0.01777
314,0.06142
315,0.01769
317,0.03849
318,0.03951
320,0.04608
322,0.04868
323,0.01661
327,0.02854
329,0.06769
331,0.02432
332,0.08596
333,0.05044
334,0.02572
335,0.03072
336,0.04492
337,0.04024
341,0.02860
343,0.02057
345,0.06058
347,0.03630
348,0.04182
349,0.03981
352,0.01761
353,0.02480
354,0.04077
355,0.02337
356,0.04448
357,0.01568
358,0.02374
359,0.02574
361,0.03154
362,0.03501
365,0.03824
366,0.06188
368,0.02549
369,0.03753
371,0.02415
373,0.03279
376,0.04562
377,0.03903
379,0.04470
381,0.02145
382,0.01845
383,0.02851
384,0.03661
385,0.02938
386,0.03551
387,0.02866
388,0.06624
390,0.01944
391,0.02829
392,0.08709
393,0.02277
394,0.02902
396,0.03478
400,0.04444
402,0.03829
403,0.02495
405,0.03624
407,0.03659
409,0.03511
411,0.04711
412,0.01951
414,0.06565
415,0.01989
416,0.02162
418,0.02581
419,0.02125
421,0.01289
422,0.01825
423,0.03968
424,0.04771
426,0.01362
427,0.07312
428,0.03503
436,0.03970
438,0.03958
442,0.03559
443,0.02793
445,0.02229
446,0.03439
447,0.02418
450,0.04938
452,0.02924
453,0.02301
455,0.03091
458,0.05027
459,0.01999
461,0.05854
463,0.03776
467,0.02262
470,0.03218
471,0.02014
472,0.03484
476,0.06148
477,0.03241
481,0.04369
482,0.05578
483,0.07113
485,0.04270
487,0.01449
488,0.02628
490,0.01871
492,0.03340
494,0.04196
497,0.07089
499,0.01478
500,0.02152
501,0.04465
503,0.01553
505,0.01509
506,0.03900
507,0.04634
509,0.05183
510,0.04987
511,0.04621
512,0.02260
514,0.03356
515,0.02916
516,0.03947
517,0.07030
519,0.02900
520,0.05671
521,0.03016
522,0.06027
523,0.02805
527,0.03732
530,0.06723
532,0.02882
534,0.02631
536,0.06919
539,0.02988
543,0.02567
547,0.05291
550,0.03534
551,0.03814
552,0.04221
553,0.04292
555,0.03329
556,0.03744
557,0.02606
558,0.03826
559,0.02569
560,0.02156
561,0.02432
565,0.01636
566,0.04634
567,0.03540
571,0.03159
572,0.04664
574,0.02221
575,0.03007
576,0.05997
577,0.04873
578,0.01614
579,0.04284
581,0.01330
587,0.02476
589,0.02460
590,0.05367
591,0.02006
592,0.05390
593,0.03582
594,0.06413
595,0.05434
596,0.03067
597,0.02640
598,0.10546
600,0.03032
602,0.01141
605,0.03545
606,0.03957
607,0.02323
612,0.01862
613,0.03361
614,0.02643
615,0.01947
616,0.01463
617,0.03198
618,0.07332
620,0.03083
621,0.03113
622,0.01620
623,0.04628
628,0.04704
631,0.05352
632,0.01963
633,0.02998
634,0.04932
635,0.06193
637,0.02983
638,0.04517
640,0.03497
643,0.01905
644,0.07609
645,0.03349
646,0.02905
649,0.02623
651,0.05785
653,0.01950
654,0.05334
655,0.07239
656,0.03692
658,0.04631
659,0.02379
661,0.04311
662,0.03870
663,0.03495
664,0.05541
665,0.05922
667,0.03111
