id,target
0,0.03278
1,0.05109
2,0.03778
3,0.00898
4,0.00736
5,0.01980
6,0.03027
8,0.03171
10,0.04352
11,0.04108
12,0.05237
14,0.01288
15,0.05422
18,0.03956
21,0.04943
23,0.01757
24,0.04881
25,0.04308
27,0.03798
29,0.03559
30,0.01090
31,0.12161
32,0.03241
33,0.04054
37,0.04266
38,0.05648
39,0.08458
40,0.02996
41,0.03568
42,0.03283
44,0.02593
45,0.02886
47,0.04909
49,0.02130
51,0.06810
52,0.01809
53,0.05185
54,0.07962
55,0.01050
56,0.01354
57,0.13814
59,0.02939
60,0.06126
62,0.01507
63,0.10794
67,0.03322
68,0.00655
69,0.09998
70,0.03090
71,0.06306
73,0.03408
75,0.01911
76,0.01955
81,0.01104
82,0.01877
83,0.01648
86,0.01899
87,0.03906
88,0.01246
91,0.08742
92,0.02221
94,0.00650
97,0.04371
100,0.01998
102,0.03535
103,0.01601
105,0.05281
106,0.06232
108,0.02927
113,0.07015
114,0.01247
115,0.02106
118,0.09051
122,0.02297
124,0.03580
126,0.02857
128,0.03529
129,0.06703
130,0.03728
131,0.01235
132,0.02275
133,0.01807
134,0.02870
135,0.07338
136,0.01817
139,0.00721
140,0.01463
141,0.09980
146,0.03357
148,0.00903
151,0.01237
152,0.01940
154,0.05362
157,0.03621
158,0.00916
159,0.08323
161,0.02848
164,0.00952
165,0.04454
167,0.03755
168,0.06042
169,0.03582
171,0.07821
172,0.03122
173,0.01728
174,0.01739
175,0.04481
176,0.03151
178,0.04307
179,0.01370
180,0.01301
181,0.00886
182,0.11853
183,0.05173
184,0.07757
185,0.04434
187,0.04165
188,0.01470
190,0.02353
191,0.03462
192,0.07667
195,0.03689
196,0.02359
198,0.05921
201,0.05529
202,0.04929
203,0.01886
204,0.01315
207,0.02856
213,0.02498
219,0.02662
220,0.02139
222,0.07826
226,0.00540
228,0.13795
230,0.01997
231,0.02038
232,0.03394
233,0.00709
234,0.00492
236,0.04471
237,0.03186
238,0.06705
240,0.05362
241,0.02329
242,0.09927
243,0.01541
245,0.00934
246,0.03732
247,0.02420
249,0.02523
250,0.01729
251,0.01327
252,0.01382
253,0.00958
254,0.05763
255,0.09506
256,0.04834
257,0.01932
258,0.01857
259,0.08379
260,0.00282
262,0.01095
267,0.03054
268,0.02512
270,0.00785
272,0.01492
273,0.04023
274,0.00767
275,0.01280
276,0.02331
277,0.05019
278,0.07486
279,0.05522
281,0.03923
282,0.02701
283,0.06570
287,0.02713
288,0.06939
289,0.03438
290,0.00414
291,0.09396
292,0.11534
293,0.05409
294,0.01526
295,0.01785
296,0.10828
297,0.04823
298,0.02814
299,0.10703
300,0.02491
303,0.02855
304,0.04340
308,0.01210
314,0.17262
315,0.01315
317,0.04627
318,0.10744
320,0.07328
322,0.05892
323,0.00852
327,0.02721
329,0.08395
331,0.01378
332,0.17925
333,0.08360
334,0.01689
335,0.02761
336,0.05806
337,0.03549
341,0.02608
343,0.02210
345,0.06450
347,0.03676
348,0.04679
349,0.04536
352,0.00996
353,0.01676
354,0.06086
355,0.02429
356,0.04312
357,0.00652
358,0.02134
359,0.02634
361,0.05188
362,0.04268
365,0.03048
366,0.06861
368,0.01670
369,0.03234
371,0.01410
373,0.02777
376,0.03433
377,0.01697
379,0.04209
381,0.01873
382,0.01534
383,0.01769
384,0.03086
385,0.02231
386,0.04705
387,0.01984
388,0.06933
390,0.01218
391,0.03760
392,0.14676
393,0.01624
394,0.02721
396,0.03864
400,0.03003
402,0.01377
403,0.01001
405,0.03441
407,0.03156
409,0.04977
411,0.07636
412,0.01379
414,0.12281
415,0.01798
416,0.01438
418,0.01920
419,0.02395
421,0.00446
422,0.02601
423,0.03239
424,0.05236
426,0.00593
427,0.10249
428,0.02850
436,0.04217
438,0.04288
442,0.02739
443,0.02774
445,0.02276
446,0.02762
447,0.01976
450,0.08075
452,0.01067
453,0.03278
455,0.02690
458,0.06937
459,0.01177
461,0.06843
463,0.02268
467,0.02236
470,0.03208
471,0.01836
472,0.03162
476,0.08066
477,0.02096
481,0.05445
482,0.08973
483,0.11493
485,0.02426
487,0.00995
488,0.02501
490,0.01102
492,0.01555
494,0.02435
497,0.11052
499,0.00720
500,0.02809
501,0.05542
503,0.01160
505,0.01455
506,0.04544
507,0.05451
509,0.05647
510,0.05993
511,0.05717
512,0.01633
514,0.01255
515,0.02155
516,0.02169
517,0.16488
519,0.01291
520,0.04059
