id,target
0,0.03560
1,0.04635
2,0.04011
3,0.00873
4,0.00446
5,0.01302
6,0.03037
8,0.03134
10,0.03294
11,0.06118
12,0.05417
14,0.01110
15,0.05375
18,0.05362
21,0.03495
23,0.01504
24,0.06348
25,0.05051
27,0.04004
29,0.04665
30,0.00909
31,0.11839
32,0.02766
33,0.04329
37,0.05117
38,0.04411
39,0.08796
40,0.02928
41,0.02549
42,0.03172
44,0.01644
45,0.02935
47,0.03859
49,0.01436
51,0.07235
52,0.01777
53,0.04437
54,0.11373
55,0.00580
56,0.00852
57,0.17990
59,0.02755
60,0.06022
62,0.01123
63,0.12809
67,0.02125
68,0.00642
69,0.11365
70,0.03096
71,0.06874
73,0.04948
75,0.01974
76,0.01420
81,0.01022
82,0.00600
83,0.00764
86,0.01423
87,0.02997
88,0.00665
91,0.09924
92,0.02694
94,0.00353
97,0.04160
100,0.02011
102,0.02871
103,0.00847
105,0.05446
106,0.04684
108,0.02089
113,0.08199
114,0.00575
115,0.01873
118,0.09079
122,0.01587
124,0.02221
126,0.02043
128,0.03010
129,0.05953
130,0.03247
131,0.01065
132,0.02165
133,0.01521
134,0.02044
135,0.06989
136,0.01617
139,0.00148
140,0.01229
141,0.10347
146,0.03284
148,0.00490
151,0.00687
152,0.01482
154,0.07345
157,0.03728
158,0.00698
159,0.07802
161,0.02773
164,0.00721
165,0.02508
167,0.03460
168,0.04707
169,0.03573
171,0.08238
172,0.02345
173,0.01687
174,0.00690
175,0.02992
176,0.03094
178,0.04350
179,0.01204
180,0.00850
181,0.01030
182,0.17453
183,0.04466
184,0.09567
185,0.04519
187,0.03847
188,0.01503
190,0.02000
191,0.03820
192,0.08356
195,0.02905
196,0.02200
198,0.05428
201,0.04819
202,0.04229
203,0.01760
204,0.00924
207,0.01604
213,0.01873
219,0.02807
220,0.02236
222,0.07037
226,0.00431
228,0.16584
230,0.00980
231,0.01541
232,0.02757
233,0.00629
234,0.00427
236,0.04593
237,0.03043
238,0.05186
240,0.05306
241,0.01773
242,0.12193
243,0.01298
245,0.00444
246,0.03401
247,0.01876
249,0.01064
250,0.01781
251,0.00839
252,0.01481
253,0.00713
254,0.06032
255,0.10485
256,0.05087
257,0.01386
258,0.01877
259,0.03316
260,0.00222
262,0.00607
267,0.03027
268,0.01917
270,0.00916
272,0.01383
273,0.05199
274,0.00451
275,0.00304
276,0.02276
277,0.05400
278,0.08262
279,0.05562
281,0.04608
282,0.02143
283,0.06680
287,0.01940
288,0.06425
289,0.03892
290,0.00131
291,0.12714
292,0.10811
293,0.06554
294,0.00983
295,0.01338
296,0.10923
297,0.04125
298,0.01915
299,0.14181
300,0.01992
303,0.02326
304,0.01612
308,0.00655
314,0.20816
315,0.01153
317,0.04471
318,0.14952
320,0.07121
322,0.06991
323,0.00371
327,0.02917
329,0.09470
331,0.01620
332,0.25048
333,0.07012
334,0.01800
335,0.03364
336,0.05225
337,0.03624
341,0.02250
343,0.01438
345,0.07886
347,0.03613
348,0.04193
349,0.04842
352,0.00751
353,0.01432
354,0.05757
355,0.01800
356,0.04598
357,0.00398
358,0.01967
359,0.02212
361,0.03712
362,0.05082
365,0.01406
366,0.09437
368,0.01563
369,0.04000
371,0.01039
373,0.03020
376,0.03332
377,0.01470
379,0.04606
381,0.01472
382,0.00908
383,0.01868
384,0.02920
385,0.01948
386,0.05215
387,0.01741
388,0.06334
390,0.00891
391,0.03116
392,0.16683
393,0.01482
394,0.02376
396,0.03827
400,0.03297
402,0.00725
403,0.01216
405,0.03580
407,0.02305
409,0.04166
411,0.08546
412,0.00957
414,0.12020
415,0.00820
416,0.01499
418,0.01442
419,0.01294
421,0.00261
422,0.01408
423,0.03260
424,0.03786
426,0.00477
427,0.11393
428,0.02413
436,0.03902
438,0.04347
442,0.02798
443,0.02753
445,0.01508
446,0.02845
447,0.01788
450,0.10910
452,0.00837
453,0.02562
455,0.02428
458,0.07521
459,0.01032
461,0.07498
463,0.03142
467,0.01391
470,0.03689
471,0.01147
472,0.02954
476,0.07218
477,0.02863
481,0.05722
482,0.11847
483,0.11494
485,0.01592
487,0.00657
488,0.02662
490,0.01158
492,0.01322
494,0.02495
497,0.10770
499,0.00582
500,0.01533
501,0.05089
503,0.00812
505,0.00831
506,0.03910
507,0.05560
509,0.05199
510,0.07569
511,0.06391
512,0.01611
514,0.00812
515,0.02387
516,0.02524
517,0.17718
519,0.01517
520,0.03756
521,0.03325
522,0.04737
523,0.04098
527,0.04745
530,0.16740
532,0.01999
534,0.01941
536,0.07097
539,0.01910
543,0.01248
547,0.01400
550,0.04222
551,0.02528
552,0.02268
553,0.03283
555,0.01445
556,0.02647
557,0.04323
558,0.03531
559,0.02589
560,0.01210
561,0.03605
565,0.00809
566,0.03140
567,0.02956
571,0.04144
572,0.03360
574,0.01287
575,0.01649
576,0.08257
577,0.03086
578,0.00662
579,0.10741
581,0.00404
587,0.01832
589,0.02131
590,0.06811
591,0.00784
592,0.08433
593,0.01929
594,0.06527
595,0.05332
596,0.01914
597,0.02882
598,0.20099
600,0.01873
602,0.00245
605,0.02713
606,0.02271
607,0.02353
612,0.01022
613,0.01942
614,0.01000
615,0.00886
616,0.00305
617,0.01225
618,0.07266
620,0.02027
621,0.01761
622,0.00345
623,0.03677
628,0.02912
631,0.07652
632,0.01197
633,0.04430
634,0.06032
635,0.09117
637,0.02423
638,0.01112
640,0.02241
643,0.01013
644,0.07171
645,0.02017
646,0.02059
649,0.01508
651,0.07013
653,0.00868
654,0.14166
655,0.14163
656,0.03614
658,0.06965
659,0.01021
661,0.05975
662,0.02599
663,0.02357
664,0.11763
665,0.07332
667,0.03176
668,0.04505
671,0.04366
673,0.02758
674,0.05006
675,0.02811
676,0.04823
677,0.01621
678,0.01805
679,0.03288
680,0.01027
681,0.08469
682,0.06133
683,0.02056
684,0.01708
686,0.09001
687,0.07618
688,0.11531
690,0.04470
691,0.02328
692,0.05190
693,0.06461
694,0.03643
695,0.01092
696,0.00427
698,0.05535
699,0.01470
702,0.02039
703,0.00431
705,0.15348
706,0.09297
707,0.01123
708,0.00804
709,0.09143
710,0.09313
713,0.00560
714,0.01130
715,0.03394
716,0.04787
717,0.04146
718,0.00276
719,0.02426
720,0.00532
721,0.03839
723,0.01985
724,0.04024
726,0.01522
728,0.10302
730,0.01805
732,0.01607
734,0.01051
735,0.07945
737,0.00358
738,0.05412
741,0.06714
742,0.02517
743,0.00492
746,0.03113
747,0.02085
749,0.05171
750,0.07575
752,0.04249
755,0.01590
757,0.00585
758,0.03303
759,0.06487
765,0.00661
766,0.02009
767,0.04795
768,0.04858
769,0.01533
770,0.00313
771,0.02310
772,0.01829
773,0.08325
775,0.01466
776,0.02722
778,0.02194
779,0.00412
780,0.04220
782,0.02731
783,0.03214
784,0.03508
785,0.01736
786,0.00784
788,0.03890
789,0.00829
792,0.08860
793,0.03468
794,0.02995
797,0.10845
798,0.01060
799,0.09329
800,0.03212
801,0.02020
802,0.09854
805,0.01865
807,0.03279
808,0.00614
811,0.02303
813,0.01517
814,0.00711
815,0.20494
816,0.04272
817,0.01332
819,0.00270
821,0.03417
823,0.00663
825,0.01306
826,0.00956
827,0.02073
828,0.01374
830,0.00882
831,0.00530
833,0.00955
834,0.03470
835,0.00965
836,0.08592
837,0.04710
838,0.02091
840,0.02523
842,0.00897
844,0.02024
845,0.05290
847,0.02464
848,0.05344
850,0.00356
851,0.03243
852,0.01348
853,0.10965
855,0.00501
856,0.05235
857,0.03237
859,0.04494
860,0.02269
862,0.13408
863,0.01178
864,0.02481
867,0.03618
868,0.04255
869,0.00684
871,0.01135
873,0.09251
875,0.03911
876,0.04336
877,0.01371
879,0.06594
880,0.12856
883,0.00585
884,0.02262
885,0.02493
886,0.00280
887,0.00381
888,0.01215
891,0.04304
893,0.01797
895,0.01764
897,0.07644
898,0.08841
901,0.02518
902,0.04199
904,0.04126
905,0.01912
907,0.01206
908,0.07544
909,0.04852
910,0.01132
911,0.00587
913,0.02566
914,0.01966
915,0.24500
916,0.01826
917,0.00138
919,0.02020
920,0.02365
923,0.02369
924,0.02573
925,0.03813
926,0.01122
928,0.01741
929,0.00660
932,0.03506
935,0.04266
936,0.05446
937,0.01982
938,0.19750
939,0.01832
940,0.03897
941,0.00627
944,0.04671
945,0.01746
946,0.01223
947,0.05247
949,0.03105
950,0.02716
952,0.02940
953,0.10820
955,0.01019
956,0.01238
957,0.00603
960,0.00614
961,0.04347
962,0.01217
963,0.01567
964,0.00797
967,0.02834
975,0.02187
976,0.01702
977,0.00382
978,0.07657
980,0.00798
985,0.05246
986,0.05101
987,0.00356
989,0.01978
992,0.02110
994,0.02682
995,0.01060
996,0.00328
997,0.04458
998,0.01009
999,0.06584
1000,0.03098
1004,0.01095
1005,0.02491
1006,0.01893
1007,0.19514
1010,0.02619
1011,0.04958
1012,0.00313
1013,0.02366
1014,0.02043
1016,0.08916
1018,0.02386
1019,0.00981
1020,0.03623
1022,0.00626
1023,0.02592
1024,0.03155
1025,0.04158
1029,0.06645
1031,0.02774
1032,0.01053
1033,0.01927
1034,0.09252
1035,0.03708
1036,0.01953
1037,0.01829
1038,0.02748
1039,0.03019
1041,0.01989
1043,0.02008
1049,0.08437
1050,0.19107
1051,0.05000
1052,0.02511
1053,0.01202
1054,0.00956
1056,0.05005
1057,0.18808
1060,0.02132
1061,0.02602
1062,0.05638
1063,0.05246
1064,0.02324
1065,0.01880
1066,0.02755
1068,0.07774
1073,0.01195
1075,0.01239
1079,0.01341
1081,0.03925
1083,0.01301
1085,0.00821
1086,0.01590
1087,0.02382
1088,0.00208
1089,0.00774
1090,0.05040
1091,0.02163
1092,0.00576
1095,0.02145
1098,0.03406
1099,0.02638
1100,0.02418
1101,0.12391
1103,0.05449
1104,0.02210
1106,0.00909
1107,0.05969
1108,0.23130
1109,0.01803
1113,0.05960
1114,0.01284
1116,0.00494
1117,0.05154
1118,0.02706
1119,0.00440
1120,0.02011
1121,0.01650
1122,0.00726
1123,0.01811
1125,0.00510
1126,0.03969
1127,0.00337
1128,0.04613
1129,0.08351
1130,0.02586
1132,0.01664
1133,0.04780
1136,0.01206
1137,0.10116
1140,0.00911
1142,0.09468
1144,0.00715
1145,0.00896
1146,0.00360
1148,0.06704
1150,0.01326
1151,0.02353
1153,0.02880
1154,0.03536
1155,0.03895
1156,0.01791
1157,0.02595
1158,0.10190
1160,0.01222
1161,0.01674
1167,0.01413
1168,0.03110
1170,0.01702
1171,0.07102
1173,0.06684
1174,0.15776
1175,0.01381
1176,0.05432
1177,0.02927
1178,0.04019
1179,0.01089
1180,0.03489
1181,0.06986
1182,0.03351
1183,0.00386
1185,0.00775
1188,0.03075
1189,0.01118
1190,0.03689
1191,0.09799
1192,0.03541
1194,0.02649
1197,0.02611
1198,0.02138
1199,0.01893
1200,0.02310
1203,0.03782
1204,0.05994
1207,0.02969
1208,0.04065
1209,0.01026
1210,0.08600
1211,0.01745
1213,0.01840
1214,0.01388
1215,0.08110
1216,0.12215
1217,0.03013
1218,0.02123
1219,0.01322
1223,0.04119
1225,0.04776
1226,0.00439
1228,0.08511
1229,0.02585
1231,0.15295
1232,0.07539
1233,0.07424
1235,0.01681
1238,0.01617
1239,0.00492
1240,0.05608
1241,0.00708
1242,0.00715
1243,0.03382
1244,0.03795
1246,0.06134
1249,0.06904
1250,0.00370
1252,0.01110
1254,0.03846
1255,0.01069
1256,0.01565
1257,0.01776
1258,0.00504
1259,0.12587
1260,0.05265
1262,0.02909
1263,0.02562
1264,0.00467
1265,0.01934
1266,0.01035
1269,0.03673
1270,0.02349
1271,0.00805
1272,0.07104
1273,0.03376
1274,0.04631
1277,0.02956
1278,0.00616
1281,0.02728
1282,0.03230
1283,0.01494
1284,0.02928
1285,0.01523
1286,0.02792
1289,0.00682
1291,0.00844
1292,0.00814
